smiles,IE
CC(=O)c1cc(c2c(c1)ONO2)Cl,4.798022343
CCc1ccc2c(c1)n(OCCOC)s[nH]2,3.852610232
Oc1c(F)[nH]c(=N)cc1,5.269480125
c1cc2c(cc1)ncc(n2)O,5.169495445
C(#Cc1ccccc1)C1CCCCC1,4.774145733
CCC1=CSC=C(C1)N,3.300544552
N1([N][CH]N([N][CH]1)C)C,3.332840987
Cc1ccc(C(F)(F)F)s1,5.192033023
Cc1ccccc1,5.169521162
Cc1c2CCCCc2c(c(c1O)O)N,3.68321109
c1cc(c2c(c1)ON(C(=O)O)O2)C(=O)O,4.825597894
CN(C)C1=CS/C(=C\2/SC=C(C(=O)O)S2)/S1,3.156440974
O(C(=O)c1ccc(cc1)C)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,5.392138084
Cc1cnc(cn1)OC,5.079196258
c1(c(cc(c(n1)C#N)C#N)C#N)C#N,7.075385723
[C@H](P(=O)(OCC)OCC)(C)c1ccccc1,5.24027915
CC1=CSC(=CC1)N,3.663674554
c1cc2c(cc1)C(=O)c1c(C2=O)c(c(cc1)C)CC,5.402225445
COc1ccc2c(c1c1ccccc1)ONO2,4.220203981
c1(n2cccc2)ccc(cc1)OC,4.200189807
c1c(c[nH]c1C(=O)N)N,3.682201885
COCCOC1(CCCc2cc(c(cc12)O)O)OCCOC,4.389002758
CCC1=CCC(=CO1)N(C)C,3.209006613
C=CC1=C(N(=O)=O)S[C](C2=[S]C=CS2)S1,3.566672825
C[C@H]1C[C@@H](C)CCC1,5.963275482
C#Cc1cn(ccc1=c1ccn(C)cc1)CN(C)C,2.015586677
COCCOCCOCCOn1c2cccc(c2[nH]s1)N,3.909977239
C1C=C(C(=C1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,5.515294098
c1(c(c2c(cc1)nccn2)C=C)C=C,4.637449855
C#Cc1cc(cs1)OCCOCCOC,4.417057407
[Si](C#Cc1ccccc1)(C(C)C)(C(C)C)C(C)C,4.896941076
C/C(=N/c1ccc2c(c1)[nH]sn2C(C)(C)C)/O,3.181895335
C(=C(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,3.981410983
